Index,date,volume,rate,prediction
1135,2021-03-11,56772343595,57805.12,Greed
1136,2021-03-12,55689944702,57332.09,Greed
1137,2021-03-13,60669829814,61243.09,Greed
1138,2021-03-14,43901225564,59302.32,Extreme Greed
1139,2021-03-15,66419369890,55907.20,Extreme Greed
1140,2021-03-16,59749798599,56804.90,Greed
1141,2021-03-17,60258313191,58870.89,Greed
1142,2021-03-18,55746041000,57858.92,Greed
1143,2021-03-19,49063873786,58346.65,Greed
1144,2021-03-20,50361731222,58313.64,Greed
1145,2021-03-21,51943414539,57523.42,Greed
1146,2021-03-22,56521454974,54529.14,Greed
1147,2021-03-23,56435023914,54738.95,Greed
1148,2021-03-24,70567223787,52774.27,Greed
1149,2021-03-25,67999812841,51704.16,Greed
1150,2021-03-26,56652197978,55137.31,Neutral
1151,2021-03-27,47266542233,55973.51,Greed
1152,2021-03-28,47686580918,55950.75,Greed
1153,2021-03-29,57625587027,57750.20,Greed
1154,2021-03-30,54414116432,58917.69,Greed
1155,2021-03-31,65520826225,58918.83,Extreme Greed
1156,2021-04-01,61669163792,59095.81,Greed
1157,2021-04-02,58727860620,59384.31,Greed
1158,2021-04-03,59641344484,57603.89,Greed
1159,2021-04-04,50749662970,58758.55,Greed
1160,2021-04-05,60706272115,59057.88,Greed
1161,2021-04-06,66058027988,58192.36,Greed
1162,2021-04-07,75645303584,56048.94,Greed
1163,2021-04-08,53053855641,58323.95,Greed
1164,2021-04-09,46655208546,58245.00,Greed
1165,2021-04-10,58238470525,59793.23,Greed
1166,2021-04-11,46280252580,60204.96,Extreme Greed
1167,2021-04-12,51828688519,59893.45,Greed
1168,2021-04-13,69983454362,63503.46,Greed
1169,2021-04-14,77451779687,63109.70,Greed
1170,2021-04-15,60954381579,63314.01,Extreme Greed
1171,2021-04-16,84293007468,61572.79,Extreme Greed
1172,2021-04-17,66138759198,60683.82,Extreme Greed
1173,2021-04-18,97468872758,56216.18,Extreme Greed
1174,2021-04-19,65344865159,55724.27,Greed
1175,2021-04-20,67849323955,56473.03,Greed
1176,2021-04-21,54926612466,53906.09,Greed
1177,2021-04-22,74798630778,51762.27,Greed
1178,2021-04-23,86668667320,51093.65,Greed
1179,2021-04-24,49014494781,50050.87,Fear
1180,2021-04-25,46117114240,49004.25,Fear
1181,2021-04-26,58284039825,54021.75,Fear
1182,2021-04-27,49448222757,55033.12,Neutral
1183,2021-04-28,48000572955,54824.70,Greed
1184,2021-04-29,46088929780,53555.11,Neutral
1185,2021-04-30,52395931985,57750.18,Neutral
1186,2021-05-01,42836427360,57828.05,Greed
1187,2021-05-02,38177405335,56631.08,Greed
1188,2021-05-03,51713139031,57200.29,Greed
1189,2021-05-04,68564706967,53333.54,Greed
1190,2021-05-05,69241316747,57424.01,Neutral
1191,2021-05-06,69523285106,56396.52,Greed
1192,2021-05-07,68434023376,57356.40,Greed
1193,2021-05-08,65382980634,58803.78,Greed
1194,2021-05-09,65906690347,58232.32,Greed
1195,2021-05-10,71776546298,55859.80,Greed
1196,2021-05-11,61308396325,56704.57,Greed
1197,2021-05-12,75215403907,49150.54,Greed
1198,2021-05-13,96721152926,49716.19,Fear
1199,2021-05-14,55737497453,49880.54,Fear
1200,2021-05-15,59161047474,46760.19,Fear
1201,2021-05-16,64047871555,46456.06,Extreme Fear
1202,2021-05-17,74903638450,43537.51,Fear
1203,2021-05-18,56187365084,42909.40,Extreme Fear
1204,2021-05-19,126358098747,37002.44,Extreme Fear
1205,2021-05-20,88281943359,40782.74,Extreme Fear
1206,2021-05-21,82051616861,37304.69,Extreme Fear
1207,2021-05-22,57377273240,37536.63,Extreme Fear
1208,2021-05-23,78469274361,34770.58,Extreme Fear
1209,2021-05-24,67359584098,38705.98,Extreme Fear
1210,2021-05-25,56211915803,38402.22,Extreme Fear
1211,2021-05-26,51346735160,39294.20,Extreme Fear
1212,2021-05-27,43210968721,38436.97,Fear
1213,2021-05-28,55200191952,35697.61,Extreme Fear
1214,2021-05-29,45231013335,34616.07,Extreme Fear
1215,2021-05-30,31646080921,35678.13,Extreme Fear
1216,2021-05-31,39009847639,37332.86,Extreme Fear
1217,2021-06-01,34639423297,36684.93,Extreme Fear
1218,2021-06-02,33070867190,37575.18,Extreme Fear
1219,2021-06-03,35460750427,39208.77,Extreme Fear
1220,2021-06-04,41831090187,36894.41,Fear
1221,2021-06-05,35959473399,35551.96,Extreme Fear
1222,2021-06-06,28913440585,35862.38,Extreme Fear
1223,2021-06-07,33683936663,33560.71,Extreme Fear
1224,2021-06-08,49902050442,33472.63,Extreme Fear
1225,2021-06-09,53972919008,37345.12,Extreme Fear
1226,2021-06-10,43576032854,36702.60,Extreme Fear
1227,2021-06-11,38699736985,37334.40,Extreme Fear
1228,2021-06-12,37924228550,35552.52,Fear
1229,2021-06-13,40669112838,39097.86,Extreme Fear
1230,2021-06-14,43148914673,40218.48,Fear
1231,2021-06-15,46420149185,40406.27,Fear
1232,2021-06-16,39211635100,38347.06,Fear
1233,2021-06-17,37096670047,38053.50,Fear
1234,2021-06-18,36200887275,35787.25,Extreme Fear
1235,2021-06-19,31207279719,35615.87,Extreme Fear
1236,2021-06-20,36664034054,35698.30,Extreme Fear
1237,2021-06-21,52809038594,31676.69,Extreme Fear
1238,2021-06-22,58964353058,32505.66,Extreme Fear
1239,2021-06-23,46317108925,33723.03,Extreme Fear
1240,2021-06-24,33123368116,34662.44,Extreme Fear
1241,2021-06-25,40230904226,31637.78,Fear
1242,2021-06-26,38585385521,32186.28,Extreme Fear
1243,2021-06-27,35511640894,34649.64,Extreme Fear
1244,2021-06-28,33892523752,34434.34,Extreme Fear
1245,2021-06-29,37901460044,35867.78,Extreme Fear
1246,2021-06-30,34059036099,35040.84,Fear
1247,2021-07-01,37838957079,33572.12,Fear
1248,2021-07-02,38728974942,33897.05,Extreme Fear
1249,2021-07-03,24383958643,34668.55,Extreme Fear
1250,2021-07-04,24924307911,35287.78,Fear
1251,2021-07-05,26721554282,33746.00,Fear
1252,2021-07-06,26501259870,34235.20,Extreme Fear
1253,2021-07-07,24796027477,33855.33,Fear
1254,2021-07-08,29910396946,32877.37,Extreme Fear
1255,2021-07-09,27436021028,33798.01,Extreme Fear
1256,2021-07-10,22971873468,33520.52,Extreme Fear
1257,2021-07-11,20108729370,34240.19,Extreme Fear
1258,2021-07-12,24321499537,33155.85,Extreme Fear
1259,2021-07-13,19120856669,32702.03,Extreme Fear
1260,2021-07-14,21376531210,32822.35,Extreme Fear
1261,2021-07-15,21300524237,31780.73,Extreme Fear
1262,2021-07-16,23699476918,31421.54,Extreme Fear
1263,2021-07-17,18895018942,31533.07,Extreme Fear
1264,2021-07-18,18787986667,31796.81,Extreme Fear
1265,2021-07-19,20434789545,30817.83,Extreme Fear
1266,2021-07-20,23148267245,29807.35,Extreme Fear
1267,2021-07-21,28203024559,32110.69,Extreme Fear
1268,2021-07-22,19555230518,32313.11,Extreme Fear
1269,2021-07-23,22552046192,33581.55,Extreme Fear
1270,2021-07-24,21664706865,34292.45,Extreme Fear
1271,2021-07-25,20856685287,35350.19,Fear
1272,2021-07-26,51022126212,37337.54,Fear
1273,2021-07-27,35097370560,39406.94,Fear
1274,2021-07-28,38702404695,39995.91,Neutral
1275,2021-07-29,27167146027,40008.42,Neutral
1276,2021-07-30,33072782960,42235.55,Neutral
1277,2021-07-31,25802845343,41626.20,Greed
1278,2021-08-01,26688438115,39974.89,Greed
1279,2021-08-02,25595265436,39201.95,Neutral
1280,2021-08-03,26189830450,38152.98,Neutral
1281,2021-08-04,25372562724,39747.50,Fear
1282,2021-08-05,35185031017,40869.55,Neutral
1283,2021-08-06,38226483046,42816.50,Neutral
1284,2021-08-07,40030862141,44555.80,Greed
1285,2021-08-08,36302664750,43798.12,Greed
1286,2021-08-09,38734079049,46365.40,Greed
1287,2021-08-10,33546019517,45585.03,Greed
1288,2021-08-11,34319709073,45593.64,Greed
1289,2021-08-12,33723620826,44428.29,Greed
1290,2021-08-13,31744259539,47793.32,Greed
1291,2021-08-14,31211354442,47096.95,Extreme Greed
1292,2021-08-15,30988958446,47047.00,Greed
1293,2021-08-16,32776876610,46004.48,Greed
1294,2021-08-17,33451362600,44695.36,Greed
1295,2021-08-18,32194123075,44801.19,Greed
1296,2021-08-19,37204312299,46717.58,Greed
1297,2021-08-20,34706867452,49339.18,Greed
1298,2021-08-21,40585205312,48905.49,Extreme Greed
1299,2021-08-22,25370975378,49321.65,Extreme Greed
1300,2021-08-23,34305053719,49546.15,Extreme Greed
1301,2021-08-24,35361168834,47706.12,Extreme Greed
1302,2021-08-25,32646349931,48960.79,Greed
1303,2021-08-26,32666549568,46942.22,Greed
1304,2021-08-27,34511076995,49058.67,Greed
1305,2021-08-28,28568103401,48902.40,Extreme Greed
1306,2021-08-29,25889650240,48829.83,Greed
1307,2021-08-30,31847007016,47054.98,Greed
1308,2021-08-31,34730363427,47166.69,Greed
1309,2021-09-01,39139399125,48847.03,Greed
1310,2021-09-02,39508070319,49327.72,Greed
1311,2021-09-03,43206179619,50025.38,Greed
1312,2021-09-04,37471327794,49944.63,Greed
1313,2021-09-05,30322676319,51753.41,Greed
1314,2021-09-06,38884105426,52633.54,Extreme Greed
1315,2021-09-07,65210059683,46811.13,Extreme Greed
1316,2021-09-08,49007762488,46091.39,Neutral
1317,2021-09-09,38672657013,46391.42,Fear
1318,2021-09-10,39154666597,44883.91,Fear
1319,2021-09-11,34499835245,45201.46,Fear
1320,2021-09-12,27881980161,46063.27,Fear
1321,2021-09-13,40969943253,44963.07,Fear
1322,2021-09-14,38652152880,47092.49,Fear
1323,2021-09-15,30484496466,48176.35,Neutral
1324,2021-09-16,31764293754,47783.36,Neutral
1325,2021-09-17,28727713711,47267.52,Neutral
1326,2021-09-18,28575630451,48278.36,Neutral
1327,2021-09-19,26967722648,47260.22,Neutral
1328,2021-09-20,43909845642,42843.80,Neutral
1329,2021-09-21,48701090088,40693.68,Fear
1330,2021-09-22,38139709246,43574.51,Extreme Fear
1331,2021-09-23,34244064430,44895.10,Fear
1332,2021-09-24,42839345714,42839.75,Fear
1333,2021-09-25,31604717236,42716.59,Fear
1334,2021-09-26,30661222077,43208.54,Fear
1335,2021-09-27,30980029059,42235.73,Fear
1336,2021-09-28,30214940550,41034.54,Extreme Fear
1337,2021-09-29,30602359905,41564.36,Extreme Fear
1338,2021-09-30,31141681925,43790.89,Extreme Fear
1339,2021-10-01,42850641582,48116.94,Fear
1340,2021-10-02,30614346492,47711.49,Neutral
1341,2021-10-03,26638115879,48199.95,Neutral
1342,2021-10-04,33383173002,49112.90,Neutral
1343,2021-10-05,35873904236,51514.81,Greed
1344,2021-10-06,49034730168,55361.45,Greed
1345,2021-10-07,36807860413,53805.98,Extreme Greed
1346,2021-10-08,34800873924,53967.85,Greed
1347,2021-10-09,32491211414,54968.22,Greed
1348,2021-10-10,39527792364,54771.58,Greed
1349,2021-10-11,42637331698,57484.79,Greed
1350,2021-10-12,41083758949,56041.06,Extreme Greed
1351,2021-10-13,41684252783,57401.10,Greed
1352,2021-10-14,36615791366,57321.52,Greed
1353,2021-10-15,51780081801,61593.95,Greed
1354,2021-10-16,34250964237,60892.18,Extreme Greed
1355,2021-10-17,29032367511,61553.62,Extreme Greed
1356,2021-10-18,38055562075,62026.08,Extreme Greed
1357,2021-10-19,40471196346,64261.99,Greed
1358,2021-10-20,40788955582,65992.84,Extreme Greed
1359,2021-10-21,45908121370,62210.17,Extreme Greed
1360,2021-10-22,38434082775,60692.27,Greed
1361,2021-10-23,26882546034,61393.62,Greed
1362,2021-10-24,27316183882,60930.84,Greed
1363,2021-10-25,31064911614,63039.82,Greed
1364,2021-10-26,34878965587,60363.79,Extreme Greed
1365,2021-10-27,43657076893,58482.39,Greed
1366,2021-10-28,45257083247,60622.14,Greed
1367,2021-10-29,36856881767,62227.96,Greed
1368,2021-10-30,32157938616,61888.83,Greed
1369,2021-10-31,32241199927,61318.96,Greed
1370,2021-11-01,36150572843,61004.41,Greed
1371,2021-11-02,37746665647,63226.40,Greed
1372,2021-11-03,36124731509,62970.05,Extreme Greed
1373,2021-11-04,32615846901,61452.23,Greed
1374,2021-11-05,30605102446,61125.68,Greed
1375,2021-11-06,29094934221,61527.48,Greed
1376,2021-11-07,24726754302,63326.99,Greed
1377,2021-11-08,41125608330,67566.83,Greed
1378,2021-11-09,42357991721,66971.83,Extreme Greed
1379,2021-11-10,48730828378,64995.23,Greed
1380,2021-11-11,35880633236,64949.96,Extreme Greed
1381,2021-11-12,36084893887,64155.94,Greed
1382,2021-11-13,30474228777,64469.53,Greed
1383,2021-11-14,25122092191,65466.84,Greed
1384,2021-11-15,30558763548,63557.87,Greed
1385,2021-11-16,46844335592,60161.25,Greed
1386,2021-11-17,39178392930,60368.01,Neutral
1387,2021-11-18,41388338699,56942.14,Neutral
1388,2021-11-19,38702407772,58119.58,Fear
1389,2021-11-20,30624264863,59697.20,Fear
1390,2021-11-21,26123447605,58730.48,Neutral
1391,2021-11-22,35036121783,56289.29,Neutral
1392,2021-11-23,37485803899,57569.07,Fear
1393,2021-11-24,36635566789,56280.43,Fear
1394,2021-11-25,34284016248,57274.68,Fear
1395,2021-11-26,41810748221,53569.77,Neutral
1396,2021-11-27,30560857714,54815.08,Extreme Fear
1397,2021-11-28,28116886357,57248.46,Fear
1398,2021-11-29,32370840356,57806.57,Fear
1399,2021-11-30,36708594618,57005.43,Fear
1400,2021-12-01,36858195307,57229.83,Fear
1401,2021-12-02,32379968686,56477.82,Fear
1402,2021-12-03,39789134215,53598.25,Fear
1403,2021-12-04,61385677469,49200.70,Extreme Fear
1404,2021-12-05,37198201161,49368.85,Extreme Fear
1405,2021-12-06,37707308001,50582.63,Extreme Fear
1406,2021-12-07,33676814852,50700.09,Extreme Fear
1407,2021-12-08,28479699446,50504.80,Fear
1408,2021-12-09,29603577251,47672.12,Fear
1409,2021-12-10,30966005122,47243.30,Extreme Fear
1410,2021-12-11,25775869261,49362.51,Extreme Fear
1411,2021-12-12,21939223599,50098.34,Fear
1412,2021-12-13,32166727776,46737.48,Fear
1413,2021-12-14,34638619079,46612.63,Extreme Fear
1414,2021-12-15,36541828520,48896.72,Fear
1415,2021-12-16,27268150947,47665.43,Fear
1416,2021-12-17,32902725329,46202.14,Extreme Fear
1417,2021-12-18,26098292690,46848.78,Extreme Fear
1418,2021-12-19,25154053861,46707.02,Fear
1419,2021-12-20,30961902129,46880.28,Extreme Fear
1420,2021-12-21,27055803928,48936.61,Fear
1421,2021-12-22,24447979559,48628.51,Fear
1422,2021-12-23,28223878108,50784.54,Fear
1423,2021-12-24,24367912228,50822.20,Fear
1424,2021-12-25,19030650914,50429.86,Fear
1425,2021-12-26,20964372926,50809.52,Fear
1426,2021-12-27,24324345758,50640.42,Fear
1427,2021-12-28,33430376883,47588.86,Fear
1428,2021-12-29,30049226299,46444.71,Fear
1429,2021-12-30,26686491018,47178.13,Extreme Fear
1430,2021-12-31,36974172400,46306.45,Fear
1431,2022-01-01,24582667004,47686.81,Extreme Fear
1432,2022-01-02,27951569547,47345.22,Fear
1433,2022-01-03,33071628362,46458.12,Fear
1434,2022-01-04,42494677905,45897.57,Extreme Fear
1435,2022-01-05,36851084859,43569.00,Extreme Fear
1436,2022-01-06,30208048289,43160.93,Extreme Fear
1437,2022-01-07,84196607520,41557.90,Extreme Fear
1438,2022-01-08,28066355845,41733.94,Extreme Fear
1439,2022-01-09,21294384372,41911.60,Extreme Fear
1440,2022-01-10,32104232331,41821.26,Extreme Fear
1441,2022-01-11,26327648900,42735.86,Extreme Fear
1442,2022-01-12,33499938689,43949.10,Extreme Fear
1443,2022-01-13,47691135082,42591.57,Extreme Fear
1444,2022-01-14,23577403399,43099.70,Extreme Fear
1445,2022-01-15,18371348298,43177.40,Extreme Fear
1446,2022-01-16,17902097845,43113.88,Extreme Fear
1447,2022-01-17,21690904261,42250.55,Extreme Fear
1448,2022-01-18,22417209227,42375.63,Extreme Fear
1449,2022-01-19,23091543258,41744.33,Extreme Fear
1450,2022-01-20,20382033940,40680.42,Extreme Fear
1451,2022-01-21,43011992031,36457.32,Extreme Fear
1452,2022-01-22,39714385405,35030.25,Extreme Fear
1453,2022-01-23,26017975951,36276.80,Extreme Fear
1454,2022-01-24,41856658597,36654.33,Extreme Fear
1455,2022-01-25,26428189594,36954.00,Extreme Fear
1456,2022-01-26,31324598034,36852.12,Extreme Fear
1457,2022-01-27,25041426629,37138.23,Extreme Fear
1458,2022-01-28,22238830523,37784.33,Extreme Fear
1459,2022-01-29,17194183075,38138.18,Extreme Fear
1460,2022-01-30,14643548444,37917.60,Fear
1461,2022-01-31,20734730465,38483.13,Extreme Fear
1462,2022-02-01,20288500328,38743.27,Fear
1463,2022-02-02,19155189416,36952.98,Fear
1464,2022-02-03,18591534769,37154.60,Extreme Fear
1465,2022-02-04,29412210792,41500.88,Extreme Fear
1466,2022-02-05,19652846215,41441.16,Fear
1467,2022-02-06,16142097334,42412.43,Fear
1468,2022-02-07,28641855926,43840.29,Fear
1469,2022-02-08,33079398868,44118.45,Neutral
1470,2022-02-09,23245887300,44338.80,Neutral
1471,2022-02-10,32142048537,43565.11,Neutral
1472,2022-02-11,26954925781,42407.94,Neutral
1473,2022-02-12,18152390304,42244.47,Fear
1474,2022-02-13,14741589015,42197.52,Fear
1475,2022-02-14,20827783012,42586.92,Fear
1476,2022-02-15,22721659051,44575.20,Fear
1477,2022-02-16,19792547657,43961.86,Neutral
1478,2022-02-17,26246662813,40538.01,Neutral
1479,2022-02-18,23310007704,40030.98,Fear
1480,2022-02-19,13736557863,40122.16,Extreme Fear
1481,2022-02-20,18340576452,38431.38,Fear
1482,2022-02-21,29280402798,37075.28,Extreme Fear
1483,2022-02-22,25493150450,38286.03,Extreme Fear
1484,2022-02-23,21849073843,37296.57,Extreme Fear
1485,2022-02-24,46383802093,38332.61,Extreme Fear
1486,2022-02-25,26545599159,39214.22,Fear
1487,2022-02-26,17467554129,39105.15,Fear
1488,2022-02-27,23450127612,37709.79,Fear
1489,2022-02-28,35690014104,43193.23,Extreme Fear
1490,2022-03-01,32479047645,44354.64,Neutral
1491,2022-03-02,29183112630,43924.12,Neutral
1492,2022-03-03,24967782593,42451.79,Fear
1493,2022-03-04,28516271427,39137.61,Fear
1494,2022-03-05,16975917450,39400.59,Extreme Fear
1495,2022-03-06,19745229902,38419.98,Extreme Fear
1496,2022-03-07,28546143503,38062.04,Extreme Fear
1497,2022-03-08,25776583476,38737.27,Extreme Fear
1498,2022-03-09,32284121034,41982.93,Extreme Fear
1499,2022-03-10,31078064711,39437.46,Fear
1500,2022-03-11,26364890465,38794.97,Extreme Fear
1501,2022-03-12,14616450657,38904.01,Extreme Fear
1502,2022-03-13,17300745310,37849.66,Extreme Fear
1503,2022-03-14,24322159070,39666.75,Extreme Fear
1504,2022-03-15,23934000868,39338.79,Extreme Fear
1505,2022-03-16,39616916192,41143.93,Extreme Fear
1506,2022-03-17,22009601093,40951.38,Fear
1507,2022-03-18,34421564942,41801.16,Extreme Fear
1508,2022-03-19,19664853187,42190.65,Fear
1509,2022-03-20,20127946682,41247.82,Fear
1510,2022-03-21,24615543271,41078.00,Fear
1511,2022-03-22,32004652376,42358.81,Fear
1512,2022-03-23,25242943069,42892.96,Fear
1513,2022-03-24,31042992291,43960.93,Fear
1514,2022-03-25,30574413034,44348.73,Neutral
1515,2022-03-26,16950455995,44500.83,Neutral
1516,2022-03-27,28160889722,46820.49,Neutral
1517,2022-03-28,36362175703,47128.00,Greed
1518,2022-03-29,31397059069,47465.73,Greed
1519,2022-03-30,29333883962,47062.66,Greed
1520,2022-03-31,33327427106,45538.68,Neutral
1521,2022-04-01,38162644287,46281.64,Neutral
1522,2022-04-02,29336594194,45868.95,Neutral
1523,2022-04-03,25414397610,46453.57,Neutral
1524,2022-04-04,32499785455,46622.68,Neutral
1525,2022-04-05,29640604055,45555.99,Neutral
1526,2022-04-06,39393395788,43206.74,Neutral
1527,2022-04-07,26101973106,43503.85,Fear
1528,2022-04-08,27215995394,42287.66,Fear
1529,2022-04-09,16050772496,42782.14,Fear
1530,2022-04-10,17654475582,42207.67,Fear
1531,2022-04-11,33949912166,39521.90,Fear
1532,2022-04-12,30991500854,40127.18,Extreme Fear
1533,2022-04-13,27691105228,41166.73,Extreme Fear
1534,2022-04-14,24342001973,39935.52,Fear
1535,2022-04-15,21756855753,40553.46,Extreme Fear
1536,2022-04-16,16833150693,40424.48,Fear
1537,2022-04-17,19087633042,39716.95,Fear
1538,2022-04-18,33705182072,40826.21,Extreme Fear
1539,2022-04-19,25303206547,41502.75,Fear
1540,2022-04-20,27819532341,41374.38,Fear
1541,2022-04-21,35372786395,40527.36,Fear
1542,2022-04-22,28011716745,39740.32,Fear
1543,2022-04-23,16138021249,39486.73,Extreme Fear
1544,2022-04-24,17964398167,39469.29,Extreme Fear
1545,2022-04-25,35445730570,40458.31,Extreme Fear
1546,2022-04-26,34569088416,38117.46,Fear
1547,2022-04-27,30981015184,39241.12,Extreme Fear
1548,2022-04-28,33903704907,39773.83,Extreme Fear
1549,2022-04-29,30882994649,38609.82,Extreme Fear
1550,2022-04-30,23895713731,37714.88,Extreme Fear
1551,2022-05-01,27002760110,38469.09,Extreme Fear
1552,2022-05-02,32922642426,38529.33,Fear
1553,2022-05-03,27326943244,37750.45,Fear
1554,2022-05-04,36754404490,39698.37,Extreme Fear
1555,2022-05-05,43106256317,36575.14,Fear
1556,2022-05-06,37795577489,36040.92,Extreme Fear
1557,2022-05-07,24375896406,35501.95,Extreme Fear
1558,2022-05-08,36763041910,34059.27,Extreme Fear
1559,2022-05-09,63355494961,30296.95,Extreme Fear
1560,2022-05-10,59811038817,31022.91,Extreme Fear
1561,2022-05-11,70388855818,28936.36,Extreme Fear
1562,2022-05-12,66989173272,29047.75,Extreme Fear
1563,2022-05-13,42841124537,29283.10,Extreme Fear
1564,2022-05-14,28579868620,30101.27,Extreme Fear
1565,2022-05-15,25835372065,31305.11,Extreme Fear
1566,2022-05-16,32613897286,29862.92,Extreme Fear
1567,2022-05-17,29101473475,30425.86,Extreme Fear
1568,2022-05-18,31285268319,28720.27,Extreme Fear
1569,2022-05-19,33773447707,30314.33,Extreme Fear
1570,2022-05-20,30749382605,29200.74,Extreme Fear
1571,2022-05-21,17274840442,29432.23,Extreme Fear
1572,2022-05-22,21631532270,30323.72,Extreme Fear
1573,2022-05-23,31483454557,29098.91,Extreme Fear
1574,2022-05-24,26616506245,29655.59,Extreme Fear
1575,2022-05-25,27525063551,29562.36,Extreme Fear
1576,2022-05-26,36774325352,29267.22,Extreme Fear
1577,2022-05-27,36582005748,28627.57,Extreme Fear
1578,2022-05-28,35519577634,28814.90,Extreme Fear
1579,2022-05-29,18093886409,29445.96,Extreme Fear
1580,2022-05-30,39277993274,31726.39,Extreme Fear
1581,2022-05-31,33538210634,31792.31,Extreme Fear
1582,2022-06-01,41135817341,29799.08,Extreme Fear
1583,2022-06-02,29083562061,30467.49,Extreme Fear
1584,2022-06-03,26175547452,29704.39,Extreme Fear
1585,2022-06-04,16588370958,29832.91,Extreme Fear
1586,2022-06-05,17264085441,29906.66,Extreme Fear
1587,2022-06-06,31947336829,31370.67,Extreme Fear
1588,2022-06-07,40770974039,31155.48,Extreme Fear
1589,2022-06-08,30242059107,30214.36,Extreme Fear
1590,2022-06-09,21692004719,30112.00,Extreme Fear
1591,2022-06-10,29867476527,29083.80,Extreme Fear
1592,2022-06-11,27246574439,28360.81,Extreme Fear
1593,2022-06-12,34163220274,26762.65,Extreme Fear
1594,2022-06-13,68204556440,22487.39,Extreme Fear
1595,2022-06-14,50913575242,22206.79,Extreme Fear
1596,2022-06-15,54912007015,22572.84,Extreme Fear
1597,2022-06-16,31183975654,20381.65,Extreme Fear
1598,2022-06-17,27132421514,20471.48,Extreme Fear
1599,2022-06-18,42009436760,19017.64,Extreme Fear
1600,2022-06-19,35329942625,20553.27,Extreme Fear
1601,2022-06-20,30818458597,20599.54,Extreme Fear
1602,2022-06-21,28970212744,20710.60,Extreme Fear
1603,2022-06-22,28574793478,19987.03,Extreme Fear
1604,2022-06-23,26188097173,21085.88,Extreme Fear
1605,2022-06-24,24957784918,21231.66,Extreme Fear
1606,2022-06-25,18372538715,21502.34,Extreme Fear
1607,2022-06-26,18027170497,21027.29,Extreme Fear
1608,2022-06-27,20965695707,20735.48,Extreme Fear
1609,2022-06-28,21381535161,20280.63,Extreme Fear
1610,2022-06-29,23552740328,20104.02,Extreme Fear
1611,2022-06-30,26267239923,19784.73,Extreme Fear
1612,2022-07-01,30767551159,19269.37,Extreme Fear
1613,2022-07-02,18100418740,19242.26,Extreme Fear
1614,2022-07-03,16390821947,19297.08,Extreme Fear
1615,2022-07-04,21594638208,20231.26,Extreme Fear
1616,2022-07-05,26715546990,20190.12,Extreme Fear
1617,2022-07-06,24598943708,20548.25,Extreme Fear
1618,2022-07-07,25814972520,21637.59,Extreme Fear
1619,2022-07-08,49899834488,21731.12,Extreme Fear
1620,2022-07-09,29641127858,21592.21,Extreme Fear
1621,2022-07-10,28688807249,20860.45,Extreme Fear
1622,2022-07-11,24150249025,19970.56,Extreme Fear
1623,2022-07-12,25810220018,19323.91,Extreme Fear
1624,2022-07-13,33042430345,20212.07,Extreme Fear
1625,2022-07-14,31158743333,20569.92,Extreme Fear
1626,2022-07-15,25905575359,20836.33,Extreme Fear
1627,2022-07-16,24302954056,21190.32,Extreme Fear
1628,2022-07-17,22927802083,20779.34,Extreme Fear
1629,2022-07-18,39974475562,22485.69,Extreme Fear
1630,2022-07-19,48765202697,23389.43,Fear
1631,2022-07-20,42932549127,23231.73,Fear
1632,2022-07-21,33631012204,23164.63,Fear
1633,2022-07-22,31421555646,22714.98,Fear
1634,2022-07-23,24021799169,22465.48,Fear
1635,2022-07-24,23565495303,22609.16,Fear
1636,2022-07-25,35574561406,21361.70,Fear
1637,2022-07-26,28624673855,21239.75,Fear
1638,2022-07-27,31758955233,22930.55,Fear
1639,2022-07-28,40212386158,23843.89,Fear
1640,2022-07-29,35887249746,23804.63,Fear
1641,2022-07-30,28148218301,23656.21,Fear
1642,2022-07-31,23553591896,23336.90,Fear
1643,2022-08-01,25849159141,23314.20,Fear
1644,2022-08-02,28389250717,22978.12,Fear
1645,2022-08-03,26288169966,22846.51,Fear
1646,2022-08-04,25120229769,22630.96,Fear
1647,2022-08-05,28881249043,23289.31,Fear
1648,2022-08-06,15978259885,22961.28,Fear
1649,2022-08-07,15886817043,23175.89,Fear
1650,2022-08-08,28575544847,23809.49,Fear
1651,2022-08-09,23555719219,23164.32,Fear
1652,2022-08-10,32837431722,23947.64,Fear
1653,2022-08-11,37127036580,23957.53,Fear
1654,2022-08-12,27265804688,24402.82,Fear
1655,2022-08-13,22987346289,24424.07,Fear
1656,2022-08-14,22994133555,24319.33,Neutral
1657,2022-08-15,35123501685,24136.97,Fear
1658,2022-08-16,27753685646,23883.29,Fear
1659,2022-08-17,30931623076,23336.00,Fear
1660,2022-08-18,23747613147,23212.74,Fear
1661,2022-08-19,40509610260,20877.55,Fear
1662,2022-08-20,27595671000,21166.06,Fear
1663,2022-08-21,23102307723,21534.12,Fear
1664,2022-08-22,31666498758,21398.91,Fear
1665,2022-08-23,31878280659,21528.09,Fear
1666,2022-08-24,31962253368,21395.02,Extreme Fear
1667,2022-08-25,31028679593,21600.90,Extreme Fear
1668,2022-08-26,42326789564,20260.02,Fear
1669,2022-08-27,30116729776,20041.74,Fear
1670,2022-08-28,24366810591,19616.81,Fear
1671,2022-08-29,32637854078,20297.99,Extreme Fear
1672,2022-08-30,34483360283,19796.81,Fear
1673,2022-08-31,33225232872,20049.76,Extreme Fear
1674,2022-09-01,30182031010,20127.14,Extreme Fear
